ID,valor,marca,modelo,ano_produzido,categoria,combustivel,quilometragem,cambio,cor
3634,392,TOYOTA,RAV 4,2014,Jeep,Petrol,168661.0,Automatic,White
3635,15053,HYUNDAI,Sonata,2013,Sedan,Petrol,52528.0,Automatic,Blue
3636,862,BMW,X5,2012,Jeep,Petrol,133342.0,Automatic,Black
3637,25264,HYUNDAI,Tucson,2014,Jeep,Diesel,191980.0,Automatic,White
3638,21012,TOYOTA,Yaris IA,2018,Sedan,Petrol,20549.0,Automatic,Grey
3639,14113,MERCEDES-BENZ,E 300 AVANTGARDE-LTD,2007,Universal,Petrol,75000.0,Tiptronic,White
3640,4077,HYUNDAI,Sonata,2012,Sedan,Hybrid,259934.0,Automatic,Red
3641,96749,HYUNDAI,Santa FE,2020,Jeep,Diesel,9146.0,Automatic,White
3642,42337,BMW,528,2014,Sedan,Petrol,156000.0,Tiptronic,White
3643,130,BMW,X5,2006,Jeep,Petrol,90000.0,Tiptronic,Black
3644,10976,HONDA,FIT,2012,Sedan,Petrol,114000.0,Automatic,White
3645,16621,TOYOTA,Prius,2012,Hatchback,Petrol,158302.0,Automatic,Blue
3646,23734,HYUNDAI,Santa FE,2010,Jeep,Diesel,115505.0,Automatic,White
3647,1725,HYUNDAI,Accent,2012,Hatchback,Petrol,104509.0,Automatic,Blue
3648,1019,LEXUS,CT 200h,2013,Hatchback,Hybrid,0.0,Automatic,Red
3649,15681,BMW,X5,2004,Jeep,Petrol,224000.0,Tiptronic,Black
3650,157,MERCEDES-BENZ,ML 350,2012,Jeep,Diesel,221312.0,Automatic,Blue
3651,24433,HYUNDAI,H1,2014,Minivan,Diesel,128000.0,Automatic,Grey
3652,9722,HYUNDAI,Sonata,2015,Sedan,LPG,486563.0,Automatic,Orange
3653,3000,MERCEDES-BENZ,E 200,2001,Sedan,Petrol,11111.0,Automatic,Blue
3654,1646,MERCEDES-BENZ,E 350,2010,Sedan,Petrol,205968.0,Automatic,White
3655,627,MERCEDES-BENZ,GL 450,2011,Jeep,Petrol,163298.0,Automatic,White
3656,34419,SSANGYONG,REXTON,2013,Jeep,Diesel,95430.0,Automatic,Silver
3657,784,LEXUS,GX 460,2015,Jeep,Petrol,102885.0,Automatic,Black
3658,16935,BMW,X5,2004,Jeep,Diesel,250000.0,Tiptronic,Blue
3659,4704,MERCEDES-BENZ,GLE 350,2017,Jeep,Petrol,59331.0,Automatic,Black
3660,9879,MERCEDES-BENZ,E 350,2011,Sedan,Diesel,273186.0,Automatic,White
3661,29793,CHEVROLET,Camaro,2013,Coupe,Petrol,134400.0,Manual,Grey
3662,17249,MITSUBISHI,Outlander,2011,Jeep,Petrol,112000.0,Tiptronic,Grey
3663,10349,TOYOTA,Aqua,2014,Hatchback,Hybrid,73000.0,Variator,White
3664,23932,HYUNDAI,Tucson,2013,Jeep,Diesel,166762.0,Automatic,White
3665,1098,FORD,Fusion,2014,Sedan,Petrol,284880.0,Automatic,Blue
3666,13172,HYUNDAI,Tucson,2006,Jeep,Petrol,160000.0,Tiptronic,Black
3667,25089,HYUNDAI,Veloster,2015,Sedan,Petrol,59000.0,Tiptronic,Silver
3668,6272,OPEL,Astra,1999,Goods wagon,Petrol,1650.0,Manual,Red
3669,5959,MAZDA,Demio,2002,Hatchback,LPG,11000.0,Tiptronic,Blue
3670,28539,TOYOTA,Prius,2016,Hatchback,Petrol,31000.0,Automatic,Grey
3671,3058,AUDI,A7,2014,Hatchback,Petrol,140507.0,Automatic,Silver
3672,470,MERCEDES-BENZ,E 350,2013,Sedan,Petrol,220696.0,Automatic,Black
3673,26657,MERCEDES-BENZ,ML 350,2012,Jeep,Diesel,271701.0,Automatic,White
3674,1490,NISSAN,Sentra,2018,Sedan,Petrol,11469.0,Automatic,Black
3675,9722,TOYOTA,Prius,2008,Sedan,Hybrid,240000.0,Automatic,Grey
3676,18660,KIA,Cerato,2016,Sedan,Diesel,28647.0,Automatic,Silver
3677,19444,CADILLAC,Escalade,2012,Jeep,Petrol,137210.0,Automatic,Black
3678,1568,TOYOTA,Camry,2012,Sedan,Hybrid,119765.0,Automatic,Red
3679,12306,SSANGYONG,Actyon,2010,Sedan,Diesel,199868.0,Automatic,Silver
3680,41281,SSANGYONG,Actyon,2016,Jeep,Petrol,77000.0,Automatic,Black
3681,28830,HYUNDAI,Tucson,2012,Jeep,Diesel,120950.0,Automatic,Silver
3682,18817,TOYOTA,Prius,2011,Sedan,Hybrid,178000.0,Variator,Grey
3683,21326,BMW,328,2011,Coupe,Petrol,220763.0,Tiptronic,Black
3684,62722,HUMMER,H2,2004,Jeep,Petrol,100070.0,Automatic,Black
3685,16308,TOYOTA,Prius,2010,Hatchback,Hybrid,135797.0,Automatic,Red
3686,49550,BMW,550 GT,2009,Hatchback,Petrol,167000.0,Tiptronic,Black
3687,23521,TOYOTA,Camry,2012,Sedan,Hybrid,214098.0,Automatic,Silver
3688,11290,TOYOTA,Prius,2008,Sedan,Hybrid,173000.0,Variator,Blue
3689,7683,OPEL,Astra,1999,Hatchback,Petrol,19066.0,Manual,Blue
3690,23834,JEEP,Grand Cherokee,2019,Sedan,Petrol,14096.0,Automatic,White
3691,3000,BMW,528,1993,Sedan,Petrol,111000.0,Manual,White
3692,10036,HYUNDAI,Sonata,2014,Sedan,LPG,362454.0,Automatic,Silver
3693,14426,TOYOTA,Prius,2010,Hatchback,Hybrid,188800.0,Automatic,Silver
3694,16308,HYUNDAI,Sonata,2016,Sedan,LPG,310064.0,Automatic,White
3695,10976,SUBARU,Impreza,2015,Sedan,Petrol,96000.0,Tiptronic,White
3696,9408,MERCEDES-BENZ,E 320,2000,Sedan,CNG,192000.0,Tiptronic,Silver
3697,20385,HONDA,Elysion,2004,Minivan,Petrol,0.0,Automatic,Black
3698,11290,MERCEDES-BENZ,290,1999,Microbus,Diesel,370000.0,Manual,White
3699,28852,BMW,320,2012,Sedan,Petrol,190000.0,Tiptronic,Sky blue
3700,1725,VOLKSWAGEN,Passat,2016,Sedan,Petrol,89525.0,Automatic,White
3701,24932,HYUNDAI,Santa FE,2014,Jeep,Diesel,52197.0,Automatic,Beige
3702,17249,NISSAN,Juke,2012,Jeep,Petrol,99000.0,Tiptronic,Black
3703,627,CHEVROLET,Volt,2017,Hatchback,Hybrid,102379.0,Automatic,Blue
3704,51373,HYUNDAI,Santa FE,2016,Jeep,Diesel,140552.0,Automatic,White
3705,100355,BMW,X5,2014,Jeep,Petrol,0.0,Tiptronic,Black
3706,12544,HYUNDAI,Sonata,2015,Sedan,LPG,553481.0,Automatic,Orange
3707,52059,LEXUS,GX 460,2012,Jeep,Petrol,229334.0,Automatic,Black
3708,7997,NISSAN,Micra,2004,Sedan,Petrol,248000.0,Manual,Blue
3709,4547,MERCEDES-BENZ,ML 350,2008,Jeep,Diesel,213998.0,Automatic,Silver
3710,17562,KIA,Optima,2013,Sedan,Petrol,130000.0,Tiptronic,White
3711,15994,HYUNDAI,H1,2009,Minivan,Diesel,74121.0,Automatic,Black
3712,12720,HYUNDAI,Accent,2012,Sedan,Diesel,169486.0,Automatic,Grey
3713,8781,OPEL,Vectra,2003,Sedan,Diesel,199000.0,Tiptronic,Grey
3714,42692,SSANGYONG,Actyon,2017,Jeep,Diesel,29308.0,Automatic,White
3715,9252,HYUNDAI,Sonata,2015,Sedan,LPG,374013.0,Automatic,Orange
3716,24709,HYUNDAI,Elantra,2014,Sedan,Diesel,133480.0,Automatic,White
3717,2430,TOYOTA,Camry,2012,Sedan,Hybrid,228717.0,Automatic,Grey
3718,9565,TOYOTA,Highlander,2012,Jeep,Petrol,285186.0,Automatic,Grey
3719,16308,MERCEDES-BENZ,ML 500,2005,Jeep,LPG,168520.0,Tiptronic,Brown
3720,45044,HYUNDAI,Sonata,2017,Sedan,Petrol,87810.0,Automatic,Brown
3721,10036,HYUNDAI,Sonata,2016,Sedan,LPG,514781.0,Automatic,Orange
3722,32929,BMW,X5 X-Drive,2007,Jeep,Petrol,248000.0,Tiptronic,Black
3723,28225,FORD,Fusion,2013,Sedan,Hybrid,126000.0,Variator,Grey
3724,8467,HYUNDAI,Getz,2006,Hatchback,Petrol,0.0,Automatic,Silver
3725,15850,SSANGYONG,Korando,2012,Jeep,Diesel,142014.0,Automatic,Silver
3726,4547,MERCEDES-BENZ,E 350,2008,Sedan,Diesel,494317.0,Automatic,Black
3727,5018,BMW,325,2001,Coupe,Petrol,160000.0,Tiptronic,Silver
3728,53540,CHEVROLET,Impala,2016,Sedan,Petrol,62230.0,Automatic,Black
3729,11917,HYUNDAI,Sonata,2012,Sedan,Hybrid,116000.0,Automatic,White
3730,1176,MAZDA,1000,2015,Sedan,Petrol,142800.0,Automatic,Grey
3731,8938,TOYOTA,Aqua,2013,Hatchback,Hybrid,109000.0,Automatic,Silver
3732,20005,HYUNDAI,Elantra,2011,Sedan,Petrol,106616.0,Automatic,Black
3733,15681,AUDI,A4,2010,Sedan,Petrol,192000.0,Manual,Black
3734,7840,FORD,Transit,1998,Goods wagon,Diesel,1000.0,Manual,White
3735,7300,HONDA,FIT,2012,Hatchback,Petrol,100000.0,Automatic,White
3736,8154,TOYOTA,Prius,2008,Hatchback,Hybrid,200000.0,Automatic,Grey
3737,25089,FIAT,500C,2014,Hatchback,Diesel,20000.0,Manual,Black
3738,3450,MERCEDES-BENZ,E 350,2009,Sedan,Diesel,109139.0,Automatic,Black
3739,3136,MAZDA,616,2018,Jeep,Petrol,67066.0,Automatic,White
3740,10506,SUBARU,XV,2014,Sedan,Petrol,142211.0,Automatic,Black
3741,9095,OPEL,Combo,2003,Goods wagon,Diesel,16500.0,Manual,Red
3742,10976,HYUNDAI,Sonata,2011,Sedan,Petrol,149000.0,Tiptronic,Blue
3743,9095,TOYOTA,Prius,2007,Hatchback,Hybrid,150000.0,Automatic,Silver
3744,470,TOYOTA,Prius,2010,Jeep,Hybrid,408997.0,Automatic,White
3745,392,MERCEDES-BENZ,E 350,2014,Sedan,Diesel,29675.0,Automatic,Black
3746,157,HYUNDAI,Sonata,2014,Sedan,Petrol,274981.0,Automatic,Grey
3747,6429,HYUNDAI,Sonata,2014,Sedan,LPG,531500.0,Automatic,Orange
3748,28225,MERCEDES-BENZ,CLS 350 AMG,2008,Coupe,Petrol,77300.0,Tiptronic,Black
3749,941,TOYOTA,Venza,2013,Jeep,Petrol,177894.0,Automatic,Silver
3750,22580,TOYOTA,Camry,2013,Sedan,Petrol,47000.0,Automatic,White
3751,26657,MERCEDES-BENZ,R 320,2007,Minivan,Diesel,180000.0,Tiptronic,White
3752,9408,DODGE,Caliber,2012,Hatchback,Petrol,133000.0,Automatic,Grey
3753,8467,NISSAN,Tiida,2005,Hatchback,Petrol,111111.0,Automatic,Golden
3754,14454,HYUNDAI,Elantra,2012,Sedan,Petrol,149935.0,Automatic,Black
3755,392,JEEP,Cherokee,2014,Jeep,Petrol,171734.0,Automatic,White
3756,4077,HYUNDAI,Sonata,2013,Sedan,Petrol,111930.0,Automatic,Silver
3757,65858,LAND ROVER,Land Rover Sport,2012,Jeep,Diesel,110000.0,Tiptronic,Black
3758,9408,MERCEDES-BENZ,CLK 320,2000,Sedan,CNG,1000.0,Automatic,Beige
3759,3450,TOYOTA,Camry,2019,Sedan,Hybrid,9626.0,Automatic,Black
3760,15423,HYUNDAI,Elantra,2010,Sedan,Petrol,80861.0,Automatic,Silver
3761,10349,DODGE,Caliber,2010,Jeep,Petrol,90000.0,Automatic,Yellow
3762,15681,HYUNDAI,Elantra,2012,Sedan,Petrol,236800.0,Automatic,Black
3763,16308,CHEVROLET,Cruze,2015,Jeep,Petrol,144000.0,Automatic,Brown
3764,16308,LEXUS,GX 470,2010,Jeep,Petrol,357246.0,Automatic,Grey
3765,54568,LEXUS,GX 460,2012,Jeep,Petrol,255406.0,Automatic,Black
3766,27598,VOLKSWAGEN,CC,2013,Sedan,Petrol,101000.0,Automatic,Grey
3767,20814,CHEVROLET,Orlando,2013,Jeep,Diesel,151522.0,Automatic,Silver
3768,314,MERCEDES-BENZ,E 300,2017,Sedan,Petrol,26802.0,Automatic,Black
3769,15681,HYUNDAI,Sonata,2016,Sedan,LPG,195432.0,Automatic,Silver
3770,941,FORD,Fusion,2013,Sedan,Hybrid,294016.0,Automatic,White
3771,8467,BMW,320,2003,Sedan,Petrol,135000.0,Manual,Silver
3772,9722,HONDA,Cr-v,1999,Jeep,Petrol,145785.0,Manual,Blue
3773,706,MERCEDES-BENZ,E 350,2010,Sedan,Diesel,205968.0,Automatic,White
3774,8781,NISSAN,Altima,2005,Sedan,Petrol,53000.0,Tiptronic,Black
3775,5959,SUZUKI,XL7,2001,Jeep,Petrol,0.0,Automatic,Silver
3776,16308,TOYOTA,Prius,2012,Sedan,Hybrid,180000.0,Variator,Grey
3777,45436,HYUNDAI,Santa FE,2015,Jeep,Diesel,115459.0,Automatic,Blue
3778,8781,NISSAN,Juke,2012,Jeep,Petrol,167405.0,Automatic,Black
3779,15285,HYUNDAI,Genesis,2010,Coupe,Petrol,115363.0,Automatic,Red
3780,314,MERCEDES-BENZ,E 300,2017,Sedan,Petrol,26802.0,Automatic,Black
3781,9408,FORD,Transit,1998,Microbus,Diesel,2222222.0,Manual,White
3782,26343,MERCEDES-BENZ,Vito,2004,Minivan,Diesel,250000.0,Manual,Black
3783,37633,MERCEDES-BENZ,Sprinter,2008,Microbus,Diesel,234000.0,Manual,White
3784,32935,SSANGYONG,REXTON,2014,Jeep,Diesel,117527.0,Automatic,Silver
3785,25763,HYUNDAI,H1,2014,Minivan,Diesel,273500.0,Automatic,Black
3786,19429,HYUNDAI,Elantra,2012,Sedan,Petrol,186560.0,Tiptronic,Grey
3787,9408,NISSAN,X-Trail,2003,Jeep,Petrol,184000.0,Automatic,Silver
3788,10036,HYUNDAI,Sonata,2014,Sedan,LPG,347600.0,Automatic,Silver
3789,470,HYUNDAI,Sonata,2015,Sedan,Hybrid,135730.0,Automatic,Silver
3790,7213,NISSAN,Juke,2013,Jeep,Petrol,0.0,Automatic,Red
3791,25089,FORD,Edge,2011,Jeep,Petrol,281000.0,Automatic,Silver
3792,10349,HYUNDAI,Sonata,2014,Sedan,LPG,564538.0,Automatic,White
3793,39201,TOYOTA,Highlander,2013,Jeep,Petrol,115200.0,Tiptronic,Black
3794,31361,FORD,Fusion,2017,Sedan,Plug-in Hybrid,204200.0,Automatic,White
3795,18000,HYUNDAI,Elantra,2014,Coupe,Petrol,100000.0,Automatic,Black
3796,12074,KIA,Optima,2011,Sedan,Petrol,48656.0,Automatic,White
3797,13495,HYUNDAI,Sonata,2011,Sedan,Petrol,91678.0,Automatic,Grey
3798,18189,CHEVROLET,Cruze,2016,Sedan,Petrol,0.0,Automatic,Blue
3799,36065,JEEP,Compass,2017,Jeep,Petrol,38000.0,Tiptronic,Sky blue
3800,19933,CHEVROLET,Malibu,2014,Sedan,Petrol,145783.0,Automatic,Black
3801,34497,HYUNDAI,Santa FE,2014,Jeep,Petrol,127200.0,Automatic,Black
3802,8097,CHEVROLET,Spark,2014,Hatchback,Petrol,169617.0,Automatic,Black
3803,18817,VOLKSWAGEN,Golf,2011,Hatchback,Diesel,13120.0,Automatic,Silver
3804,160,TOYOTA,RAV 4,2018,Jeep,Petrol,25000.0,Tiptronic,White
3805,7997,HONDA,Stream,2003,Minivan,Petrol,180000.0,Tiptronic,Black
3806,10349,MERCEDES-BENZ,C 200,2004,Sedan,Petrol,96000.0,Tiptronic,Silver
3807,16894,HYUNDAI,Sonata,2010,Sedan,Petrol,211075.0,Automatic,White
3808,8781,OPEL,Astra,2007,Universal,Diesel,2000.0,Manual,Black
3809,11760,ACURA,MDX,2012,Jeep,Petrol,124978.0,Automatic,Black
3810,6743,BUICK,Century,2014,Sedan,Petrol,49384.0,Automatic,Red
3811,18189,MERCEDES-BENZ,E 350,2011,Sedan,Diesel,248525.0,Automatic,Black
3812,11917,FORD,Transit,2008,Microbus,Diesel,150000.0,Manual,White
3813,54850,HONDA,Civic,2018,Sedan,Petrol,13048.0,Automatic,Grey
3814,20071,TOYOTA,Camry,2012,Sedan,Petrol,84000.0,Tiptronic,Silver
3815,6899,AUDI,A4,1999,Sedan,Petrol,193243.0,Manual,Silver
3816,1803,BMW,X5,2009,Jeep,Diesel,229854.0,Automatic,Green
3817,6272,NISSAN,Patrol,1992,Jeep,Diesel,1000.0,Manual,Silver
3818,67981,HYUNDAI,Santa FE,2019,Jeep,Diesel,10120.0,Automatic,Grey
3819,32929,MERCEDES-BENZ,ML 350,2010,Jeep,Diesel,224000.0,Automatic,Black
3820,9408,VOLKSWAGEN,Golf,1998,Hatchback,Petrol,132085.0,Automatic,Black
3821,1000,FORD,KA,1999,Coupe,Petrol,13222.0,Manual,Sky blue
3822,21103,CHEVROLET,Malibu,2013,Sedan,Petrol,101124.0,Automatic,White
3823,27284,AUDI,A4,2013,Sedan,Petrol,144000.0,Automatic,White
3824,110,LEXUS,GX 460,2017,Jeep,Petrol,0.0,Automatic,White
3825,3607,TOYOTA,Camry,2012,Sedan,Hybrid,156518.0,Automatic,White
3826,36137,HYUNDAI,Elantra,2018,Sedan,LPG,47181.0,Automatic,Silver
3827,862,HYUNDAI,Sonata,2013,Sedan,Petrol,211214.0,Automatic,White
3828,6900,NISSAN,Note,2005,Sedan,Petrol,174000.0,Automatic,Silver
3829,47201,HONDA,Civic,2015,Sedan,Petrol,104867.0,Automatic,Black
3830,1490,TOYOTA,Highlander,2012,Jeep,Hybrid,363059.0,Automatic,White
3831,13485,TOYOTA,Prius,2009,Hatchback,Hybrid,270400.0,Variator,Black
3832,2850,MERCEDES-BENZ,A 160,2000,Hatchback,Petrol,1000.0,Tiptronic,Silver
3833,941,TOYOTA,Prius,2014,Hatchback,Hybrid,270410.0,Automatic,White
3834,54882,LEXUS,IS 200,2015,Sedan,Petrol,71000.0,Tiptronic,Black
3835,20071,HYUNDAI,Elantra,2016,Sedan,Petrol,72507.0,Automatic,Black
3836,47694,HYUNDAI,H1,2016,Universal,Diesel,79000.0,Automatic,Black
3837,15681,FORD,Fusion,2014,Sedan,Petrol,118000.0,Tiptronic,White
3838,31,LEXUS,CT 200h,2015,Hatchback,Hybrid,0.0,Automatic,Grey
3839,22423,BMW,128 M tech,2013,Cabriolet,Petrol,67646.0,Manual,Black
3840,10349,TOYOTA,Ipsum,2004,Minivan,CNG,250000.0,Automatic,White
3841,1254,HYUNDAI,Elantra,2014,Sedan,Petrol,0.0,Automatic,Grey
3842,18240,HYUNDAI,Elantra,2010,Sedan,Petrol,52418.0,Automatic,White
3843,20542,BMW,X5,2004,Jeep,Petrol,250000.0,Tiptronic,Silver
3844,7840,NISSAN,Tiida,2005,Hatchback,Petrol,160000.0,Variator,Silver
3845,27284,TOYOTA,Tacoma,2013,Jeep,Petrol,397915.0,Automatic,White
3846,4391,TOYOTA,Camry,2013,Sedan,Petrol,171258.0,Automatic,Silver
3847,9095,HYUNDAI,Elantra,2013,Sedan,Petrol,160000.0,Tiptronic,Silver
3848,21953,TOYOTA,Prius,2012,Sedan,Petrol,123200.0,Automatic,Beige
3849,32302,HYUNDAI,Grandeur,2012,Sedan,Petrol,122000.0,Automatic,White
3850,9252,HYUNDAI,Sonata,2015,Sedan,LPG,456867.0,Automatic,Orange
3851,80,MERCEDES-BENZ,Vaneo,2003,Minivan,Diesel,100000.0,Manual,Silver
3852,10976,HONDA,FIT,2008,Hatchback,Petrol,278000.0,Variator,Blue
3853,5018,MERCEDES-BENZ,E 350,2009,Sedan,Diesel,109139.0,Automatic,Black
3854,28100,BUICK,Encore,2015,Jeep,Petrol,85000.0,Tiptronic,Black
3855,15681,HYUNDAI,Sonata,2011,Sedan,Petrol,27200.0,Automatic,Black
3856,14897,TOYOTA,Prius,2010,Hatchback,Hybrid,163200.0,Automatic,Brown
3857,10976,HYUNDAI,Sonata,2019,Sedan,Petrol,29419.0,Automatic,Blue
3858,10349,RENAULT,Megane,2006,Universal,Diesel,163000.0,Manual,White
3859,11917,LEXUS,RX 300,2002,Jeep,Petrol,201000.0,Automatic,Silver
3860,14113,HYUNDAI,I30,2012,Hatchback,Diesel,31593.0,Automatic,White
3861,11000,JEEP,Liberty,2001,Jeep,LPG,137582.0,Automatic,Silver
3862,2195,HYUNDAI,Elantra,2011,Jeep,Petrol,308501.0,Automatic,Blue
3863,1019,TOYOTA,RAV 4,2012,Jeep,Petrol,293029.0,Automatic,Black
3864,8590,HONDA,FIT,2013,Hatchback,Hybrid,122471.0,Automatic,Blue
3865,11917,HONDA,FIT HYBRYD,2011,Hatchback,Hybrid,150000.0,Automatic,White
3866,20385,LEXUS,RX 400,2008,Jeep,Hybrid,182000.0,Automatic,Grey
3867,33538,SSANGYONG,Actyon,2016,Jeep,Petrol,49799.0,Automatic,Blue
3868,16292,HONDA,FIT,2014,Universal,Petrol,30425.0,Automatic,Blue
3869,19306,TOYOTA,Aqua,2014,Hatchback,Petrol,82000.0,Automatic,Black
3870,7527,BMW,328,1998,Sedan,Petrol,123000.0,Manual,Blue
3871,19601,FORD,Escape,2016,Jeep,Petrol,108295.0,Automatic,Black
3872,21953,CHEVROLET,Volt,2012,Sedan,Plug-in Hybrid,200000.0,Tiptronic,Black
3873,12231,NISSAN,Juke,2013,Jeep,Petrol,110531.0,Automatic,Red
3874,10349,TOYOTA,Ipsum,2002,Minivan,LPG,162000.0,Automatic,Silver
3875,10036,FORD,Transit,1997,Microbus,Diesel,280000.0,Manual,White
3876,17249,MERCEDES-BENZ,Sprinter,2002,Microbus,Diesel,305000.0,Manual,White
3877,13799,HYUNDAI,Sonata,2017,Sedan,LPG,388986.0,Automatic,Orange
3878,18817,TOYOTA,Prius,2014,Hatchback,Hybrid,145000.0,Automatic,Grey
3879,9722,MERCEDES-BENZ,C 230,2003,Sedan,CNG,20000.0,Tiptronic,White
3880,15524,MERCEDES-BENZ,CL 550,2003,Coupe,Petrol,149000.0,Tiptronic,Silver
3881,34406,HYUNDAI,H1,2014,Minivan,Diesel,125445.0,Automatic,Silver
3882,13768,HYUNDAI,H1,2011,Minivan,Diesel,53440.0,Automatic,Silver
3883,5018,LEXUS,RX 450,2010,Jeep,Hybrid,167222.0,Automatic,Black
3884,30107,SUBARU,Forester,2018,Jeep,Petrol,80000.0,Automatic,Blue
3885,40769,BMW,X3 3.5i,2012,Jeep,Petrol,91000.0,Automatic,Golden
3886,9408,JEEP,Grand Cherokee,2002,Jeep,CNG,286400.0,Automatic,Black
3887,549,TOYOTA,Camry,2018,Jeep,Petrol,23333.0,Automatic,Silver
3888,11604,HYUNDAI,Sonata,2014,Sedan,LPG,264872.0,Automatic,Silver
3889,18817,MERCEDES-BENZ,E 350,2007,Sedan,Petrol,123000.0,Manual,White
3890,14113,TOYOTA,Camry,2007,Sedan,Hybrid,208800.0,Automatic,Grey
3891,8467,FORD,Transit,1997,Microbus,Diesel,250000.0,Manual,White
3892,10976,MERCEDES-BENZ,C 200,1999,Sedan,Petrol,150000.0,Tiptronic,Silver
3893,10036,HYUNDAI,Sonata,2014,Sedan,LPG,268046.0,Automatic,Silver
3894,38574,MERCEDES-BENZ,E 350 AMG,2010,Sedan,Diesel,155000.0,Tiptronic,Black
3895,13172,HONDA,Civic,2008,Sedan,Hybrid,2432000.0,Variator,Grey
3896,21953,HYUNDAI,Sonata,2014,Sedan,Hybrid,480000.0,Tiptronic,Grey
3897,470,MERCEDES-BENZ,C 300,2016,Sedan,Petrol,81014.0,Automatic,White
3898,470,CHEVROLET,Cruze,2017,Hatchback,Petrol,46053.0,Automatic,Red
3899,8467,TOYOTA,Estima,2001,Minivan,CNG,200000.0,Automatic,White
3900,36065,TOYOTA,CHR,2018,Jeep,Petrol,37214.0,Automatic,Grey
3901,23521,HYUNDAI,Sonata,2014,Sedan,Hybrid,109000.0,Tiptronic,Sky blue
3902,10976,FORD,Transit,1997,Microbus,Diesel,200000.0,Manual,White
3903,16308,TOYOTA,RAV 4,2015,Jeep,Petrol,73000.0,Automatic,Orange
3904,18817,TOYOTA,Camry,2018,Sedan,Hybrid,35058.0,Automatic,White
3905,58018,MERCEDES-BENZ,GL 450,2014,Jeep,Petrol,84000.0,Tiptronic,White
3906,49751,HYUNDAI,Sonata,2017,Sedan,Petrol,43178.0,Automatic,White
3907,1411,SUZUKI,SX4,2013,Sedan,Petrol,193504.0,Automatic,Red
3908,12858,TOYOTA,Aqua,2012,Hatchback,Hybrid,120000.0,Automatic,White
3909,44542,HYUNDAI,Santa FE,2015,Jeep,Diesel,93876.0,Automatic,Blue
3910,220,LEXUS,RX 450,2010,Jeep,Hybrid,317470.0,Automatic,Grey
3911,37633,MERCEDES-BENZ,R 350,2011,Jeep,Diesel,162000.0,Tiptronic,Black
3912,5300,MERCEDES-BENZ,C 200,1995,Sedan,Petrol,1000.0,Manual,Sky blue
3913,19369,HYUNDAI,Genesis,2011,Coupe,Petrol,153651.0,Automatic,Red
3914,45,TOYOTA,Prius,2008,Hatchback,Hybrid,164000.0,Automatic,Silver
3915,15994,HYUNDAI,Sonata,2015,Sedan,LPG,39878.0,Automatic,Black
3916,15367,HYUNDAI,Veloster,2013,Coupe,Petrol,135000.0,Tiptronic,Black
3917,21357,SSANGYONG,Korando,2012,Jeep,Diesel,143265.0,Automatic,Black
3918,51523,HYUNDAI,Elantra,2017,Sedan,Petrol,17013.0,Automatic,Grey
3919,14113,TOYOTA,Aqua,2013,Hatchback,Hybrid,100000.0,Variator,White
3920,15053,HYUNDAI,Sonata,2015,Sedan,LPG,318677.0,Automatic,Silver
3921,941,BMW,X5,2010,Jeep,Petrol,268565.0,Automatic,Grey
3922,7527,DAEWOO,Lacetti,2010,Sedan,Petrol,69111.0,Automatic,Black
3923,64002,HYUNDAI,Santa FE,2018,Jeep,Diesel,41778.0,Automatic,Blue
3924,20266,HYUNDAI,Elantra,2012,Sedan,Petrol,88288.0,Automatic,White
3925,9756,MERCEDES-BENZ,C 220 CDI,2002,Sedan,Diesel,300000.0,Manual,Silver
3926,6899,AUDI,A4,2003,Sedan,Petrol,150000.0,Tiptronic,Black
3927,28068,HYUNDAI,Santa FE,2013,Jeep,Diesel,53240.0,Automatic,Grey
3928,3293,CHEVROLET,Malibu,2012,Sedan,Petrol,103541.0,Automatic,White
3929,17876,HYUNDAI,Elantra gt,2013,Hatchback,Petrol,53000.0,Automatic,White
3930,16465,HYUNDAI,Elantra,2014,Sedan,Petrol,122518.0,Automatic,Silver
3931,470,MERCEDES-BENZ,E 350,2010,Sedan,Diesel,229904.0,Automatic,Black
3932,220,LEXUS,RX 450,2010,Jeep,Hybrid,317470.0,Automatic,Grey
3933,46414,TOYOTA,RAV 4,2001,Jeep,Diesel,335267.0,Manual,Black
3934,9000,HONDA,FIT,2012,Universal,Hybrid,98000.0,Automatic,Grey
3935,15245,HYUNDAI,Genesis,2011,Coupe,Petrol,117492.0,Automatic,Grey
3936,392,TOYOTA,RAV 4,2011,Jeep,Petrol,193754.0,Automatic,Blue
3937,627,FORD,Fusion,2017,Sedan,Hybrid,40157.0,Automatic,Black
3938,784,BMW,320,2016,Sedan,Petrol,88203.0,Automatic,Black
3939,42965,TOYOTA,Avalon LIMITED,2013,Sedan,Hybrid,97852.0,Tiptronic,Carnelian red
3940,56513,HYUNDAI,Tucson,2018,Jeep,Diesel,41500.0,Automatic,Black
3941,7997,DAEWOO,Lacetti,2010,Sedan,Diesel,47221.0,Automatic,Black
3942,27259,HYUNDAI,Santa FE,2013,Jeep,Diesel,201373.0,Automatic,Silver
3943,392,BMW,X5,2011,Jeep,Diesel,213195.0,Automatic,Brown
3944,14113,MITSUBISHI,Pajero,2003,Jeep,Petrol,120000.0,Tiptronic,White
3945,23521,TOYOTA,Camry,2014,Sedan,Hybrid,212421.0,Variator,White
